"","klasifikasi","score","text"
"1570","Positif",0,"chota sa sahyog  pm care fund ğÿ˜‰ğÿ™ğÿ™ğÿ™ğÿ™ğÿ™ğÿ™pictwittercomyrdbmffk"
"1571","Negatif",-1,"warga miskin  bandung  dampak    bantu sembako â€ pictwittercomgbswpipgx"
"1572","Positif",0,"klarifikasi tim gugus tugas   tutup bandara tjilik riwut â€ pictwittercomitlxxrbh"
"1573","Negatif",-1,"   karantina wilayah   doang sementar  doc bilang  butuh   putus rantai sebar  "
"1574","Positif",0," kalo    minggu   clingy  diağÿ˜ğÿ˜ğÿ˜"
"1575","Negatif",-2,"turu sopo ngei sok   wuhan maneh cocoke nggo negoro maju indonesia ya majumaju selang sombong bar kui geblak"
"1576","Negatif",-2,"pmi   giat kampanye sadar    semprot cair disinfektan   indonesia  salah  upaya cegah sebar   tim  pmi sumatera barat semprot cair disinfektan  fasilitas   publikpictwittercomxnhcovu"
"1577","Positif",0," sakit   sakit hati  serious illness  ğÿ˜œ"
"1578","Positif",1,"     sistem kapitalis  sistem   lemah    stabil       amerika  anggap ekonomi  kuat  dunia"
"1579","Negatif",-2," datoâ€™  musa deh amuk  please     simptom jangkit   declare   kat medical staff   g   event  kkm announce    rebak  pn   declare anta   dijangkitijgn sebar  orang lainpictwittercomhdxeeutue"
"1580","Positif",1,"lanosin hamzah ajak warga o timur taat imbau cegah   pemerintah â€ pictwittercomffoxyggdro"
"1581","Positif",2," hati  sensi penuh  bunga  hidup butuh ragam  ya    juang semangat biar  segar nih kembang     request  entar dicariin  semangat  karantina   cepat  ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡pictwittercomikpnhoaxxg"
"1582","Negatif",-2,"ah  tipu   mcd   bungkus   pastu sekal je masak  musim    orang   e"
"1583","Positif",0,"info   nular  hewan"
"1584","Positif",0," imefika curfew  uko kwa road then mnacheki gari iko  siren inakam msee moja anashoutmakarauğÿš”ğÿš“ kila mtu a mbioğÿƒâ€â™€ïğÿƒâ€â™‚ïğÿƒâ€â™‚ïğÿƒâ€â™€ï marider wanaingia kwa vichakakiasi kiasi ambulance inawapitağÿš‘ğÿ˜‚ğÿ˜‚ğÿ˜‚ everybody be careful  aint a joke be careful yalâœœ"
"1585","Negatif",-4,"  death santancecara  rasional ya hidup damping      vaksin juta orang  mati  lapar   cuwekini taruh juta orang  milyar manusia  planet inikl  ambil bijak panik  statistik  "
"1586","Negatif",-3,"  propesol pamer dungu  mati  milu samak  korban     beda ayo prop  malu  intelektual"
"1587","Negatif",-2," stressing lihat respon orang    kait situasi sebar  timbang ngadepin     ya buzzer fakdap  giat framing anjir mending  jatah influence  pakai  edukasi deh fakdap"
"1588","Positif",0,"  banding jokowi  anis  tantang deh  presiden  gubernur bapakibu menko   lawan  kait solusi  hadap dampak  bidang sehat  ekonomi  online biar tau kualitas  â˜"
"1589","Negatif",-4,"bro drgw  respect  lo juang  ranah nyata baca pasal  karantina wilayah  lockdown versi anies zero mobility    naif     urus politik presiden  jabat politik putus putus politik â€ pictwittercomkobqaolnmb"
"1590","Negatif",-3,"lindung     cinta  sebar   unduh pedulilindungi  unduh    henti sebar   indonesia ajar lengkap  link landing page"
"1591","Positif",0,"coba  senyum    landa derita wabah  semoga cepat punahamiin"
"1592","Negatif",-2,"ngeri kali ya dampak psikis    "
"1593","Positif",1,"  damai israel  palestinaamerika  china   indonesia  gagal total damai cebong vs kadrun"
"1594","Positif",1,"kontak rapat kasus positif    stesen kuarantin ilsm sungkai â€ pictwittercomqczdzqofi"
"1595","Negatif",-1,"punca  je  adek sakit samping lainsebab difahamkan ramai tinggal    adek samping sakit kronik "
"1596","Positif",0," pergi engkau pei cewek cewek   sakit ku   singgah bentar  pergi  whencoronavirusisover sangeberat untilltomorrow lockdownataumusnah pictwittercomxihcienik"
"1597","Negatif",-1,"palsu âœ   bukti saintifik ubat tradisional pei   gambar  rawat    barang simptom  kontak rapat sila   hospital  disahkanpictwittercomyqnrhbtv"
"1598","Positif",2,"sehat jasmani  rohani erat pengaruh  asupan nutrisi  makan seharihari    coronavirus   covidoutbreak covidãƒ coronavirusupdates karantinawilayah lockdownataumusnah â€"
"1599","Positif",0,"uman terima padu anggota polri ta  wabah  pictwittercomvbqvjpkn"
"1600","Positif",0," buka hp buka grup chat  whatsapp  grup   petisi online    tugas melulu   suruh kuliah online kalo   tugas   "
"1601","Positif",0,"cegah    obat     obatnyapictwittercomblzdtgx"
"1602","Positif",0,"wakapolda sulsel hadir rakor bentuk gugus tugas cepat penanganan  pictwittercomfowqogpc"
"1603","Positif",1,"walikota singkawang apresiasi upaya tni cegah  â€ pictwittercomgahvorvww"
"1604","Positif",0," lagidiskusiinteraktifelshinta dpr r senin besok  gelar rapat paripurna buka  sidang iii   batas  massa  batas  antisipasi sebar   efektif â€ pictwittercomfckqzqdx"
"1605","Positif",0,"ese gucuruza ibiribwa bigira amasaha yogukingauwagura agacupa akakajyana iwe  ikibabazo"
"1606","Positif",0,"status   malaysia  bm  siapğÿ˜š  rupa versi bm    kongsi  japanese followers  harap  suka iniğÿ˜š  pictwittercomzenlkhi"
"1607","Negatif",-1,"karantina  ajar  lulus  tutorial  anggur"
"1608","Positif",0,"waxaa galabta kulan quraan akhris ah iskugu yimid xeebta magaalada boosaaso dhalinyaro iskugu jira ragdumar waxayna rabbi kak baryeen inuu bulshadeena kak dhowrocudurkaan halista ah  oo dhibta wayn ku haya caalamkoo idil stayathomeandstaysafe coronavirus somalia pictwittercompybvpzjgqp"
"1609","Negatif",-2,"  desa   aktif sholat jumat semoga    rumah allah   jabat  hobi korupsi "
"1610","Positif",1,"akibat stay at home    status odp ora due hasil  tingkat pesat  pdp positif dadi anggur"
"1611","Negatif",-1,"tuh  ngegas kalo   negatif  santai  kalo  isa dptin  janda  jenis hebat lu"
"1612","Positif",0,"stayathomeandstaysafe   oke  kerja    makan kalo  outhomesolusinya ya    jaga bersih  jaga daya tahan tubuh a     ngremehin  mas mbak mbah  mati    "
"1613","Positif",1," teman teman  lupa syukur yainget   sehat alhamdulillah     nikmat  kalianjadi  ngeluh   tidurmakanrebahanlihat orang    paksa kerja  keluarga  keepdistance"
"1614","Positif",0,"sungguh     serius guncang  rezim khusus  barat  kapitalis    turun tingkat suku bunga  harga minyak  simpan amerika    puluh dolar"
"1615","Negatif",-1,"berat badan  rancam  gegara   ajg "
"1616","Positif",1,"adang  muda muhammadiyah jakaa  lazismu bersih ratus rumah ibadah pictwittercomdiezxakyr"
"1617","Positif",1,"adang  muda muhammadiyah jakaa  lazismu bersih ratus rumah ibadah pictwittercomicfskmak"
"1618","Positif",0,"aksi  muhammadiyah banjar  lawan  pictwittercomiuzknuhsq"
"1619","Positif",1,"adang  muda muhammadiyah jakaa  lazismu bersih ratus rumah ibadah"
"1620","Positif",0,"aksi  muhammadiyah banjar  lawan  pictwittercomsikfp"
"1621","Positif",1,"kabar   teliti unair bikin cokelat suplemen tangkal  â€ darisuara"
"1622","Positif",0,"aksi  muhammadiyah banjar  lawan "
"1623","Positif",0," takeaways no longer allowed  jerantut pekan raub"
"1624","Positif",0,"sentimen   krusial  temu vaksin "
"1625","Positif",0,"kalo saran pemerintah   mudikbalik  makassar  t hmm btw kemarin   positif   paopao area rumah mu "
"1626","Positif",0,"dampakcovid ğÿ’ğÿ’ğÿ’ğÿ’pictwittercomcppszb"
"1627","Negatif",-2,"upaya cegah sebar  pemdes bandar buka jalur  pintu  ketat jaga  orang  masuk  mukim pendudukpictwittercomzlchwqozc"
"1628","Positif",1,"since giveaway  extend tarikh  deh maleh nak layan  menang pon takpe   lesap  muka bumi   "
"1629","Positif",0,"tidurmakannonton tvmain hpngegamerebahanrepeat siklus  rebah is my life "
"1630","Positif",0,"edhie baskoro turun tim satgas anticovid  titikantara news bengkulu â€"
"1631","Negatif",-1,"aparat aman lakukan patroli  sosialisasi jam malam banda aceh  memberlakukankan jam malam  henti sebar   jam malam berlakukan    pagi  acehlockdown pictwittercomyhimzlqeb"
"1632","Negatif",-1,"  status kena   salah pemerintah"
"1633","Positif",0,"trend blokade jalan  pei  pindah area gerak   batas  karantina  protokol  tunjang hidup masyarakat pei  timbul polemik  luas  covidindonesia indonesiamelawancovid"
"1634","Negatif",-3,"kau bunuh      selesai   kau lawan  bagus"
"1635","Negatif",-1,"giat woro woro  himbauan ajak cegah  coronacovid  polsek cluwak  bhabinkamtibmasroute keliling desa gerit  kendara patroli  keras suara v sabtu malamâ€ â€"
"1636","Negatif",-1,"     hati  jemput   join  family runner   mudah   urus masyarakat  minat  urus  tali teera â€ kitajagakita  malaysiaboleh"
"1637","Negatif",-2,"himbauan  warga   nongkrong  rangka putus rantai sebar     wilayah tanah abang sabtu divisihumaspolriâ€ â€"
"1638","Positif",0,"telusur hadap pesea latih calon tugas haji  asrama haji sukolilo surabaya  lakukan    coronavirus   covidoutbreak covidãƒ coronavirusupdates karantinawilayah lockdownataumusnah â€"
"1639","Negatif",-2,"kasusi ybmk era perikatannasional   krisis ama    knockout menangani pelbagai krisis cemar tokskid kali johor wabak campak orang asli lantan wabak polio sabah wabak  st wave steady  â€"
"1640","Positif",0," merang  v"
"1641","Positif",1,"tenang  lebaran       peanyaan  nikah "
"1642","Negatif",-2,"pmi   giat kampanye sadar    semprot cair disinfektan   indonesia  salah  upaya cegah sebar   tim  pmi sumatera barat semprot cair disinfektan  fasilitas   publikpictwittercomifumfdfdb"
"1643","Negatif",-3,"indonesia  serang  covidvirus tolol    bikin takut     tolol  orangâ antipasi  waspada   ya mosok campur ambek goblok"
"1644","Negatif",-2,"   maret jml orang  pemantauan odp orang pasien  awas pdp orang positif   orang   sinyalir kian    gelombang mudik    daerah   pasien  besarpictwittercomtrufkbfq"
"1645","Positif",1,"info on wheels jabat terang daerah manjung pemantauanhebahan unit gerak  edar poster langkah cegah  tarikh mac ahad  pagi  ptg hinggaâ€ â€"
"1646","Positif",0,"dungu  sembuh   kena "
"1647","Negatif",-4,"  kirim video   jatuh  pingsan  tinggal  toilet parkir mobil t internasional soetta airpo     serang jantung     mohon   cari    berita selebarânya     tutup"
"1648","Positif",1,"khawatir dampak ekonomi  menteri jerman  bunuh  jabat   thomas schaefer menteri uang  negara  hesse jerman  efek viruschina â€"
"1649","Positif",0,"  lapor   mobil  kena  ğÿğÿğÿ"
"1650","Positif",1,"tangani   jawa  ganjar  rp triliun â€ pictwittercomnhffmfyeuu"
"1651","Positif",0,"takut              covidpictwittercomopihjytmr"
"1652","Positif",1,"ketua gugus tugas tanggulang  sulsel mayjen tni andi sumangerukka atak  pesea  pulang   tinggalnyapesea ijtima ulama gowa  kaltim positif  sulsel"
"1653","Positif",1,"tahap tuju positif     akhlak  â€"
"1654","Negatif",-2," langsung pasrah yes       lakukan  ikhtiar  beawakkal mari lawan   dirumahaja"
"1655","Negatif",-4,"ya allah ya tuhan ampun makcik saziah  lapang kubur     orang  iman alfatihah baca just got news from my parents that makcik saziah tinggal petang  sheâ€™ my neighbour actually her husband still at hospital ve  â€"
"1656","Positif",0,"jommm cakna statistik   dunia update mac  malam negara amerika syarikat  kasus    iaitu kasusatau   kasus  dunia info rasmi kkmpictwittercombynqqtl"
"1657","Positif",0,"biarpun   halang  ibadah   ibadah kamitapi    pisah hubung pribadi   tuhan  doa  syukur    tarik nafas kamisesemoga pandemi   berlalupulihkan indonesiakuğÿ’ğÿ‡ğÿ‡aminnnğÿ™doabagibangsa"
"1658","Negatif",-2,"akibat diagnosa      bisajadi keluarga  orang  disekitarnya  sakit  tinggal  jangkit     hati    salah diagnosa  cc â€"
"1659","Negatif",-1,"kunci alah   inicuma lambat spreadingnya buying time"
"1660","Negatif",-1,"siar media  menteri wang malaysia kait bantu prihatin nasional bpn prihatin  dudukrumah stayhome jabatanpenerangan japenpenang japenspt teamspt jjatpenangbukit meajam â€"
"1661","Negatif",-3,"oot  pengin obrol  admin xd   stres     rumah gengs         admin     jakarta admin pribadi jujur  parnoğÿ˜… masjid  sepi shalat jumat kemarin    diadainpictwittercomushhbatdt"
"1662","Positif",0,"ais kutuk  diorg   diorg kena  kkm  ambil diorg pakai ambulance vellfire gamaknyalahanat "
"1663","Positif",0,"salut  polisi tiduryg rela tidur  jalan  kondisi wabah    merajalelağÿ˜œ"
"1664","Negatif",-3," masyarakt   sadar  efek   rugi  didik merupakn     himbawan belajr online dll   tau berpa persen ajar  tinggal  kota next"
"1665","Negatif",-1," faham  orang kasusan       ais  crew  tabir    layak  bantu raja kau mohon  rakyat marhaen   â€"
"1666","Positif",0,"kerja hantu    omnibus law â€"
"1667","Negatif",-4,"  kirim video   jatuh  pingsan  tinggal  toilet parkir mobil t internasional soetta airpo     serang jantung     mohon   cari    berita selebarânya     tutup"
"1668","Negatif",-1,"     paham  buah bijak pemerintah berpa  rugi  a eo  kebijakn maslh   ambang"
"1669","Negatif",-2,"panik iya kasih tau   dihimbau ngeyel  asih tau    share beritacovid    panik"
"1670","Negatif",-3,"   orang  kali  kat platform           masuk video  nak private  tutup orang blank  camera  dengar suara "
"1671","Negatif",-1,"     sadar  peduli hadap sehat      resiko teularnya"
"1672","Negatif",-3,"  wabah     elak    sisi aman sehat   orang   jamin kecuali       antisipasi"
"1673","Negatif",-1,"siar media  menteri wang malaysia kait bantu prihatin nasional bpn prihatin  dudukrumah stayhome jabatanpenerangan japenpenang japenspt teamspt jjatpenangbukit meajam â€"
"1674","Positif",1,"lihat kembang         bijak   dampak langsung hadap masyarakatsuarakyat"
"1675","Negatif",-3,"karantina wilayah       kuat kapasitas layan sehat  wilayah  layan tes cepat  orang  risiko  teularjadi tular lakukan isolasi  orang  rs khusus  pakai  kapasitas  tekan kematianpictwittercomkjtjzixb"
"1676","Positif",0,"khelta  hn lekn ab  he chl rha mobile   time"
"1677","Negatif",-2,"tengok  rumah isolasi dadak    semarang â€"
"1678","Negatif",-1,"rana mulut company binasa ikhlas daricovid"
"1679","Negatif",-1,"parah  tingkat sebar  ditangani  layak    usaipictwittercomwiarpfvpn"
"1680","Negatif",-1,"medianberitaterbarupesawat  bawa delapan orang new york times lapor     tumpang terbang  udara  awat sakit "
"1681","Negatif",-6,"musibah  landa  dunia     indonesia ayo  bahu bahu lawan   iblis  ambil   susah  derita manusia"
"1682","Positif",0,"     diobatin berai   obat "
"1683","Positif",0,"gaji deh nak habis    habishabisğÿ˜"
"1684","Negatif",-2,"diskon listrik       tangguh bayar cicil   warga polisi  tentara  patroli  razia iklan  bahaya   massive  tv warga  manut  butuh dasar penuh"
"1685","Negatif",-1,"pemprov jatim    alat rapid test    coronavirus   covidoutbreak covidãƒ coronavirusupdates karantinawilayah lockdownataumusnah â€"
"1686","Positif",0," wna  rusia temu tim satgas  bone disebuah hotel pictwittercomdugmiagika"
"1687","Positif",1,"satlinlamil surabaya nikmat sinar matahari cegah   pictwittercomeztjnvpgxz"
"1688","Positif",1," dana     gugus tugas cepat penanganan  daerah  beban padaâ apbd  tito oksiip ğÿ â€"
"1689","Negatif",-1," youtube    bikin konten     bumi   manusia request      dunia  selesai lockdown     selesai "
"1690","Negatif",-1,"  salah siar bayar deh ambak ais hidup susah time   rajalawak  wujud mesti kasus udi  tali   bantu skim perihatin"
"1691","Positif",0,"tafadhalini tuingie kwa nyumba sasa curfewke covidits"
"1692","Positif",2,"  sebar tular   ganjar    anggar  rp triliun  dana pandemic respon anggar    aman jaring sosial  ekonomi"
"1693","Negatif",-3,"   ajar    islam     ngajarinya    manusia   dungu  kayak   sadar  ğÿ˜†"
"1694","Negatif",-1,"suai putus rapat dph pimpin kamis   a mahasiswa  nikmat fasilitas kampus   kuliah   jalan  minggu semester     online  wabah    aspirasi mahasiswa unri"
"1695","Negatif",-1,"korut aman ya   "
"1696","Positif",0,"duduk  jail setahuntakpun duduk  sakit "
"1697","Negatif",-1,"ais korea selatan choi siwon semangat f lawan  pakai bahasa indonesia â€ covidindonesia "
"1698","Positif",1," camat  lumajang  karantina    positif  â€"
"1699","Positif",1," ah     serah  pervaya f   sang cipta    menawar    ok"
"1700","Positif",2,"bem unririlis advokasi  ringan ukt  bantu kuota internet gratis â— â— â— â— â— â— â— â— â— â— â— â— â— wabah  rajalela giat akademik online tuai   mahasiswa tuntut ringan ukt  bantu kuota internet gratispictwittercomgxojekplh"
"1701","Positif",0,"sikap   kian masif pkb jabar gelar rakorwil daring â€"
"1702","Negatif",-1," apaapa ya untiltomorrow an  untilndasmu lho ğÿğÿğÿ coronaupdate "
"1703","Negatif",-1,"ğÿ thanos genoside pakai  ğÿ™ difelemnye  pakai jentik jari ğÿ salah ntu cuman difelem ğÿ™   pegimane ceritanye batunye ntu   ğÿ batu sakti ntu ulek gerus  deh  cerita bocah efek stay"
"1704","Negatif",-2,"pemko padang tutup jalan akses masuk  putus rantai   kota padang â€"
"1705","Negatif",-1,"halo sahabat iya      lambat   kondisi pandemi   proses pemeriksaan  distribusi  ketat terima kasih gary"
